id,firstname,lastname,gender,birthday,status,salary,department,hourlyrate,maritalstatus,overtime
971,Elvis,Bosco,U,7/3/77,PE,130542.0,Research & Development,79.0,Married,No
975,Evonne,McGlynn,U,23/11/89,TE,66660.0,Research & Development,31.0,Married,No
976,Cinthia,Kutch,U,2/9/93,PE,121833.0,Research & Development,35.0,Divorced,No
979,Emery,Conn,M,23/10/95,PE,138214.0,Research & Development,99.0,Married,Yes
980,Gisselle,Goodwin,M,2/1/90,TE,136427.0,Research & Development,96.0,Divorced,Yes
981,Keanna,Nicolas,F,8/5/94,PE,64265.0,Research & Development,79.0,Divorced,Yes
982,Riley,Orn,U,9/1/78,PE,82041.0,Bench,73.0,Single,Yes
983,Randell,Dickens,M,27/6/81,PE,98427.0,Research & Development,62.0,Married,No
983,Gerald,Pfeffer,M,25/3/99,CA,97350.0,Sales,67.0,Married,No
983,Rosendo,Rau,F,6/11/87,PE,80392.0,Research & Development,67.0,Single,No
984,Felicity,Renner,M,14/8/78,PE,81751.0,Research & Development,51.0,Single,No
985,Elba,Predovic,F,17/8/90,PE,104396.0,Bench,74.0,Married,No
986,Elmyra,Mertz,M,15/4/81,PE,105395.0,Research & Development,58.0,Married,No
990,Maryellen,Stanton,U,26/9/93,PE,80038.0,Bench,82.0,Divorced,No
991,Malvina,Cole,F,25/9/71,PE,66400.0,Research & Development,62.0,Divorced,No
992,Aleta,Kessler,F,2/11/93,PE,94994.0,Bench,48.0,Married,No
992,Oda,Becker,M,22/6/80,PE,76005.0,Research & Development,56.0,Single,No
994,Gertie,Veum,M,16/11/94,,78682.0,Human Resources,69.0,Divorced,No
995,Diamond,Corkery,M,25/5/74,PE,132008.0,Bench,60.0,Single,No
996,Linnie,Larson,F,4/3/80,PE,92815.0,Research & Development,92.0,Single,Yes
997,Agusta,Emmerich,M,5/12/72,PE,114085.0,Research & Development,91.0,Divorced,No
997,Andrew,Schulist,F,2/1/71,PE,101940.0,Research & Development,34.0,Single,No
997,Brook,Turner,M,21/6/90,,80734.0,Research & Development,49.0,Married,No
999,Maceo,Wisoky,M,12/11/83,PE,142838.0,Human Resources,33.0,Married,No
